# Entity to Wikidata ID Mapping
# Format: original_entity_name	wikidata_id	label	description	similarity_score

a Dravidian language	NO_MATCH	N/A	N/A	0.000
a Dutch-Jewish scholar and rabbi	NO_MATCH	N/A	N/A	0.000
a French artist	NO_MATCH	N/A	N/A	0.000
a French explorer	NO_MATCH	N/A	N/A	0.000
a French lutenist and composer of the Baroque era	NO_MATCH	N/A	N/A	0.000
a French princess	NO_MATCH	N/A	N/A	0.000
a German humanist and scholar	NO_MATCH	N/A	N/A	0.000
a German military research facility	NO_MATCH	N/A	N/A	0.000
a German philologist and historian	NO_MATCH	N/A	N/A	0.000
a German-Swiss gothic duo	NO_MATCH	N/A	N/A	0.000
a German-born cross-country skier	NO_MATCH	N/A	N/A	0.000
a Greek grammarian and scholar	NO_MATCH	N/A	N/A	0.000
a Greek lawmaker from Athens in the 7th century BC	NO_MATCH	N/A	N/A	0.000
a Greek philosopher	Q55429831	A Greek Philosopher and Disciples	painting by Antonio Zucchi, RA	0.804
a Greek scholar and grammarian	NO_MATCH	N/A	N/A	0.000
a Hungarian-British polymath	NO_MATCH	N/A	N/A	0.000
a Microsoft technology	NO_MATCH	N/A	N/A	0.000
a New Zealand rock band	NO_MATCH	N/A	N/A	0.000
a North Germanic language	NO_MATCH	N/A	N/A	0.000
a Portuguese writer	NO_MATCH	N/A	N/A	0.000
a Roman politician and general	NO_MATCH	N/A	N/A	0.000
a Russian explorer	NO_MATCH	N/A	N/A	0.000
a Russian politician	NO_MATCH	N/A	N/A	0.000
a Schedule I drug in the United States	NO_MATCH	N/A	N/A	0.000
a South Slavic language	NO_MATCH	N/A	N/A	0.000
a Soviet biologist and agronomist	NO_MATCH	N/A	N/A	0.000
a Soviet naval commander	NO_MATCH	N/A	N/A	0.000
a Spanish citizen	NO_MATCH	N/A	N/A	0.000
a Spanish conquistador	NO_MATCH	N/A	N/A	0.000
a Spanish football team	NO_MATCH	N/A	N/A	0.000
a Titaness	NO_MATCH	N/A	N/A	0.000
a Tony Award for her role in "Butterflies Are Free"	NO_MATCH	N/A	N/A	0.000
a U.S. Congressman	NO_MATCH	N/A	N/A	0.000
a Visigothic nobleman	NO_MATCH	N/A	N/A	0.000
a World War II effort	NO_MATCH	N/A	N/A	0.000
a badge of honor among Perl programmers	NO_MATCH	N/A	N/A	0.000
a banned substance	NO_MATCH	N/A	N/A	0.000
a battle against the Dark One	NO_MATCH	N/A	N/A	0.000
a beloved classic of American cinema	NO_MATCH	N/A	N/A	0.000
a beloved classic of children's literature	NO_MATCH	N/A	N/A	0.000
a biblical name	NO_MATCH	N/A	N/A	0.000
a biography of Julius Caesar	NO_MATCH	N/A	N/A	0.000
a bird after his death	NO_MATCH	N/A	N/A	0.000
a bishop	Q52212552	A Bishop	painting by British (English) School	1.000
a black sticky substance known as "black tar heroin"	NO_MATCH	N/A	N/A	0.000
a block and tackle system	NO_MATCH	N/A	N/A	0.000
a board with holes	NO_MATCH	N/A	N/A	0.000
a book by Mary Wollstonecraft	NO_MATCH	N/A	N/A	0.000
a box office success	NO_MATCH	N/A	N/A	0.000
a building block in the synthesis of agrochemicals	NO_MATCH	N/A	N/A	0.000
a building block in the synthesis of other organic compounds	NO_MATCH	N/A	N/A	0.000
a building block in the synthesis of pharmaceuticals	NO_MATCH	N/A	N/A	0.000
a cape	Q581926	A Capela	municipality in the Galician province of A Coruña, Spain	0.906
a captain of the French navy	NO_MATCH	N/A	N/A	0.000
a chance to win real money	NO_MATCH	N/A	N/A	0.000
a checkered board	NO_MATCH	N/A	N/A	0.000
a chemical element	NO_MATCH	N/A	N/A	0.000
a children's magazine	NO_MATCH	N/A	N/A	0.000
a chronic inflammatory bowel disease	NO_MATCH	N/A	N/A	0.000
a classic of the romantic comedy genre	NO_MATCH	N/A	N/A	0.000
a collaborative wiki	Q66710458	A collaborative Wiki-based tool for semantic management of medical interventions	scientific article published on 07 January 2013	0.454
a collegiate athletic conference	NO_MATCH	N/A	N/A	0.000
a collegiate summer baseball team	NO_MATCH	N/A	N/A	0.000
a colorless gas	NO_MATCH	N/A	N/A	0.000
a colorless liquid	NO_MATCH	N/A	N/A	0.000
a combat sport	NO_MATCH	N/A	N/A	0.000
a combination of genetic and environmental factors	NO_MATCH	N/A	N/A	0.000
a comedic play	NO_MATCH	N/A	N/A	0.000
a comic book	Q59039463	A comic-book hero: Kazuhiko Kinosita Jr	scientific article published in Nature	0.491
a commentary on the grammar of Dionysius Thrax	NO_MATCH	N/A	N/A	0.000
a common English name for males	NO_MATCH	N/A	N/A	0.000
a communication system	Q72635074	A communication system for the handicapped	scientific article published on 01 October 1965	0.792
a competition section	NO_MATCH	N/A	N/A	0.000
a competitive esports scene	NO_MATCH	N/A	N/A	0.000
a complex grammar system	NO_MATCH	N/A	N/A	0.000
a composer	Q121439103	A Composer’s Notes		0.714
a comprehensive guide to the Greek language and grammar	NO_MATCH	N/A	N/A	0.000
a computer program	Q26376949	A computer program for Aa data processing	publication (OP) published in 1971	0.668
a conflict between Great Britain and France	NO_MATCH	N/A	N/A	0.000
a consistent look and feel across different Unix systems	NO_MATCH	N/A	N/A	0.000
a consistent way to access data	NO_MATCH	N/A	N/A	0.000
a consortium of companies including HP, IBM, and Sun Microsystems	NO_MATCH	N/A	N/A	0.000
a constitutional monarchy	NO_MATCH	N/A	N/A	0.000
a constructed language	NO_MATCH	N/A	N/A	0.000
a convent in Le Mans, France	NO_MATCH	N/A	N/A	0.000
a counselor of King David	NO_MATCH	N/A	N/A	0.000
a country, state, organization, or other entity	NO_MATCH	N/A	N/A	0.000
a court musician for Louis XIII	NO_MATCH	N/A	N/A	0.000
a court musician for Louis XIV	NO_MATCH	N/A	N/A	0.000
a critical and commercial success	NO_MATCH	N/A	N/A	0.000
a critically acclaimed film in 1996	NO_MATCH	N/A	N/A	0.000
a cult classic	NO_MATCH	N/A	N/A	0.000
a dangerous political conspiracy	NO_MATCH	N/A	N/A	0.000
a dedicated computer chip	NO_MATCH	N/A	N/A	0.000
a default signature added by the Perl interpreter	NO_MATCH	N/A	N/A	0.000
a descendant of Zerubbabel in the book of Nehemiah	NO_MATCH	N/A	N/A	0.000
a different number of cards, suits, and symbols per card	NO_MATCH	N/A	N/A	0.000
a different state	Q60016773	A different state of mind: neural activity related to volitionally up- versus downregulating cortical excitability	scientific article published on 19 July 2018	0.328
a distributed system for information retrieval	NO_MATCH	N/A	N/A	0.000
a diverse range of marine life	NO_MATCH	N/A	N/A	0.000
a document	Q24705675	A DocumenTree	2016 film by Michael Angelo	0.918
a dress code	NO_MATCH	N/A	N/A	0.000
a drug overdose	NO_MATCH	N/A	N/A	0.000
a family of indigenous languages	NO_MATCH	N/A	N/A	0.000
a family of musicians	Q123859715	A Family of Musicians Playing in a Window Embrasure		0.583
a family of small beetles	NO_MATCH	N/A	N/A	0.000
a famous problem in mathematics	NO_MATCH	N/A	N/A	0.000
a famous tomb	NO_MATCH	N/A	N/A	0.000
a far future	NO_MATCH	N/A	N/A	0.000
a fictional character	NO_MATCH	N/A	N/A	0.000
a fictional character in J.R.R. Tolkien's Middle-earth legendarium	NO_MATCH	N/A	N/A	0.000
a fictional character in the Star Wars franchise	NO_MATCH	N/A	N/A	0.000
a fictional language	NO_MATCH	N/A	N/A	0.000
a field of computer science	NO_MATCH	N/A	N/A	0.000
a figure in Greek mythology	NO_MATCH	N/A	N/A	0.000
a fixed loop at the end of a rope	NO_MATCH	N/A	N/A	0.000
a form of terrorism	NO_MATCH	N/A	N/A	0.000
a formalization of the rules of mathematical logic and set theory	NO_MATCH	N/A	N/A	0.000
a four-volume history of Rome	NO_MATCH	N/A	N/A	0.000
a fundamental result in mathematical logic	NO_MATCH	N/A	N/A	0.000
a geographer	Q77260101	A Geographer	print in the National Gallery of Art (NGA 210731)	1.000
a graphical user interface	Q30584478	A graphical user interface for infant ERP analysis	scientific article	0.752
a groom-to-be	NO_MATCH	N/A	N/A	0.000
a group of extinct marine arthropods	NO_MATCH	N/A	N/A	0.000
a group of organic compounds	NO_MATCH	N/A	N/A	0.000
a group of science fiction fans and writers	NO_MATCH	N/A	N/A	0.000
a group of young people	NO_MATCH	N/A	N/A	0.000
a guitar instructor	NO_MATCH	N/A	N/A	0.000
a hermit	Q17341940	A Hermit	painting by Gerrit Dou (Rijksmuseum)	1.000
a heroic but ultimately unsuccessful revolt against the Nazis	NO_MATCH	N/A	N/A	0.000
a heterocyclic organic compound	NO_MATCH	N/A	N/A	0.000
a high fantasy series of novels	NO_MATCH	N/A	N/A	0.000
a high-profile case	NO_MATCH	N/A	N/A	0.000
a hill	Q111646150	a hill	work of art by Carl Blechen (1798-1840)	1.000
a holy site in Jerusalem, Israel	NO_MATCH	N/A	N/A	0.000
a hyperspace bypass	NO_MATCH	N/A	N/A	0.000
a journalist	Q54999768	A journalist	operatic character in the opera Lulu by Alban Berg	1.000
a key figure in the early Spanish colonization of South America	NO_MATCH	N/A	N/A	0.000
a key figure in the political struggles of the time	NO_MATCH	N/A	N/A	0.000
a key on computer keyboards	NO_MATCH	N/A	N/A	0.000
a key role in the Great Awakening religious movement	NO_MATCH	N/A	N/A	0.000
a key role in the political crisis of 1993	NO_MATCH	N/A	N/A	0.000
a knot	Q4657606	A Knot Of	live album	0.838
a large amount of energy	NO_MATCH	N/A	N/A	0.000
a large number of speakers	NO_MATCH	N/A	N/A	0.000
a large, black bird	NO_MATCH	N/A	N/A	0.000
a large, flightless bird	NO_MATCH	N/A	N/A	0.000
a lasting impact on the art world	NO_MATCH	N/A	N/A	0.000
a leading painter in the development of the Impressionist style	NO_MATCH	N/A	N/A	0.000
a legendary figure in Japanese history	NO_MATCH	N/A	N/A	0.000
a legendary warrior and bard	NO_MATCH	N/A	N/A	0.000
a lingua franca	Q131297589	A LÍNGUA FRANCA DO SUPRASSENSÍVEL: SOBRE XAMANISMO, CRISTIANISMO E TRANSFORMAÇÃO	scientific article published in August 2017	0.377
a linguist	Q112168900	A linguistic theory of timing	1986 doctoral thesis by Una M. Cunningham at University of Nottingham	0.581
a literary device	NO_MATCH	N/A	N/A	0.000
a literary editor	NO_MATCH	N/A	N/A	0.000
a living fossil	Q28661064	A living fossil tale of Pangaean biogeography	scientific article (publication date: 22 January 2014)	0.561
a maid in colonial New Orleans	NO_MATCH	N/A	N/A	0.000
a major player in the global technology market	NO_MATCH	N/A	N/A	0.000
a major river in North America	NO_MATCH	N/A	N/A	0.000
a major transportation route for trade and commerce	NO_MATCH	N/A	N/A	0.000
a major water channel	NO_MATCH	N/A	N/A	0.000
a malevolent force	NO_MATCH	N/A	N/A	0.000
a mathematical constant	NO_MATCH	N/A	N/A	0.000
a mathematical theorem in combinatorial game theory	NO_MATCH	N/A	N/A	0.000
a medical imaging technology	NO_MATCH	N/A	N/A	0.000
a member of the English royal family	NO_MATCH	N/A	N/A	0.000
a member of the French Academy of Sciences	NO_MATCH	N/A	N/A	0.000
a member of the House of Lords	NO_MATCH	N/A	N/A	0.000
a military parade in Cairo	NO_MATCH	N/A	N/A	0.000
a millstone	Q73510262	A millstone in the uphill battle for credibility	scientific article published on 01 February 2001	0.444
a minority language by the Italian government	NO_MATCH	N/A	N/A	0.000
a moderately hard, silvery-white metal	NO_MATCH	N/A	N/A	0.000
a mortal	Q132740948	A Mortal Flower	1985 paperback edition (en)	0.747
a museum and memorial	NO_MATCH	N/A	N/A	0.000
a music instructor	NO_MATCH	N/A	N/A	0.000
a mutual exclusion algorithm	Q128209459	A mutual exclusion algorithm for flying Ad Hoc networks	scholarly article	0.741
a national hero in Spain	NO_MATCH	N/A	N/A	0.000
a network of spies and informants throughout Europe	NO_MATCH	N/A	N/A	0.000
a nimber	NO_MATCH	N/A	N/A	0.000
a non-computable number	NO_MATCH	N/A	N/A	0.000
a non-negative integer	NO_MATCH	N/A	N/A	0.000
a non-profit organization	NO_MATCH	N/A	N/A	0.000
a non-violent resistance group	NO_MATCH	N/A	N/A	0.000
a notation that has become standard in mathematical texts	NO_MATCH	N/A	N/A	0.000
a novel by Michael Ondaatje	NO_MATCH	N/A	N/A	0.000
a novel by Stephen King	NO_MATCH	N/A	N/A	0.000
a novel by Walter Tevis	NO_MATCH	N/A	N/A	0.000
a novel for children by Italian author Carlo Collodi	NO_MATCH	N/A	N/A	0.000
a nuisance in breweries	NO_MATCH	N/A	N/A	0.000
a nuisance in homes	NO_MATCH	N/A	N/A	0.000
a peace treaty between Egypt and Israel	NO_MATCH	N/A	N/A	0.000
a period of mass migration and exploration of gold deposits	NO_MATCH	N/A	N/A	0.000
a period of sectarian violence and political conflict	NO_MATCH	N/A	N/A	0.000
a personal name	NO_MATCH	N/A	N/A	0.000
a phenomenon in which a system can exist in a stable state for a long time	NO_MATCH	N/A	N/A	0.000
a phrase	Q70761807	A phrase is added	scientific article published on 01 October 1966	0.695
a pidgin language	NO_MATCH	N/A	N/A	0.000
a piece of cloth or similar material	NO_MATCH	N/A	N/A	0.000
a pioneering figure in the study of African cultures	NO_MATCH	N/A	N/A	0.000
a pioneering figure in the study of African languages	NO_MATCH	N/A	N/A	0.000
a plant species	Q113323949	A plant species list dataset for urban area of Beijing, China 2007 – 2020	sexo	0.404
a plot device	NO_MATCH	N/A	N/A	0.000
a poker tournament	NO_MATCH	N/A	N/A	0.000
a political activist	NO_MATCH	N/A	N/A	0.000
a polynomial	Q57840823	A polynomial-time algorithm for finding ε in DEA models	article published in 2004	0.439
a popular Italian dish	NO_MATCH	N/A	N/A	0.000
a popular activity	NO_MATCH	N/A	N/A	0.000
a popular animated character	NO_MATCH	N/A	N/A	0.000
a popular catchphrase in the Perl community	NO_MATCH	N/A	N/A	0.000
a popular destination for recreational activities	NO_MATCH	N/A	N/A	0.000
a popular destination for tourists	NO_MATCH	N/A	N/A	0.000
a popular professional sport	NO_MATCH	N/A	N/A	0.000
a popular resource	NO_MATCH	N/A	N/A	0.000
a popular tourist destination	NO_MATCH	N/A	N/A	0.000
a population of around 400 people	NO_MATCH	N/A	N/A	0.000
a potential source of clean energy on Earth	NO_MATCH	N/A	N/A	0.000
a power-sharing government in Northern Ireland	NO_MATCH	N/A	N/A	0.000
a practice	Q112926875	A Practice of Practise	2016 master's thesis by Eloise Worrall-Bader at Auckland University of Technology	0.671
a precursor to other chemicals	NO_MATCH	N/A	N/A	0.000
a prestigious school	NO_MATCH	N/A	N/A	0.000
a priest of the cult of Caesar	NO_MATCH	N/A	N/A	0.000
a producer	Q17443716	A Producer's Broadway Journey		0.513
a professional	Q124081026	A Professional Secret, and Other Tales	1888 novel by William Wilthew Fenn	0.601
a professional ice hockey league	NO_MATCH	N/A	N/A	0.000
a professor at Harvard University	NO_MATCH	N/A	N/A	0.000
a professor at the University of Montreal	NO_MATCH	N/A	N/A	0.000
a professor at the University of Rome	NO_MATCH	N/A	N/A	0.000
a professor of Greek and Latin at the University of Wittenberg	NO_MATCH	N/A	N/A	0.000
a professor of Latin at the University of Berlin	NO_MATCH	N/A	N/A	0.000
a professor of physics at the University of California, Berkeley	NO_MATCH	N/A	N/A	0.000
a prolific artist	NO_MATCH	N/A	N/A	0.000
a prolific author and translator	NO_MATCH	N/A	N/A	0.000
a prominent figure during the early years of post-Soviet Russia	NO_MATCH	N/A	N/A	0.000
a prominent figure in the Democratic Party	NO_MATCH	N/A	N/A	0.000
a prominent member of the Bloomsbury Group	NO_MATCH	N/A	N/A	0.000
a promotional tool	NO_MATCH	N/A	N/A	0.000
a proposed single-stage-to-orbit spaceplane	NO_MATCH	N/A	N/A	0.000
a protected area	Q127672219	A protected area between subsistence and development	scholarly article	0.580
a psychiatric hospital	Q78438833	A PSYCHIATRIC HOSPITAL IN NORWAY	scientific article published on 01 February 1965	0.901
a published author	NO_MATCH	N/A	N/A	0.000
a pungent odor	NO_MATCH	N/A	N/A	0.000
a quick source of energy	NO_MATCH	N/A	N/A	0.000
a range of health problems	NO_MATCH	N/A	N/A	0.000
a real boy	Q114463289	A Real Boy	episode of Phineas and Ferb (S3 E15)	1.000
a real number	NO_MATCH	N/A	N/A	0.000
a relay station	NO_MATCH	N/A	N/A	0.000
a religious war between Protestants and Catholics in the Holy Roman Empire	NO_MATCH	N/A	N/A	0.000
a researcher for the titular guidebook	NO_MATCH	N/A	N/A	0.000
a retrograde irregular satellite of Jupiter	NO_MATCH	N/A	N/A	0.000
a rich history	Q39897089	A Rich History and a Bright Future	scientific article published on March 1, 2010	0.644
a rich literary tradition	NO_MATCH	N/A	N/A	0.000
a river in Greek mythology	NO_MATCH	N/A	N/A	0.000
a romantic comedy film	NO_MATCH	N/A	N/A	0.000
a ruler of the ancient Greek kingdom of Epirus	NO_MATCH	N/A	N/A	0.000
a runway	NO_MATCH	N/A	N/A	0.000
a saint in the Catholic Church	NO_MATCH	N/A	N/A	0.000
a science fiction novel	NO_MATCH	N/A	N/A	0.000
a science fiction novel by Robert A. Heinlein	NO_MATCH	N/A	N/A	0.000
a secure environment for cryptographic operations	NO_MATCH	N/A	N/A	0.000
a security concept	Q98620170	A Security Concept Based on Scaler Distribution of a Novel Intrusion Detection Device for Wireless Sensor Networks in a Smart Environment	scientific article published on 21 August 2020	0.307
